Symbol,Name,Sector,Industry,,,,,,,$
GIS,General Mills,Consumer Services,Food Chains,,,,,,,
GIW,GigInternational1, Acquisition, Acquisition,,,,,,,
GIWWU,GigInternational1 Units, Acquisition, Acquisition,,,,,,,
GJH,Synthetic Fixed-Income Securities 6375% (STRATS) Cl A-1, Acquisition, Acquisition,,,,,,,
GJP,Synthetic Fixed-Income Securities Synthetic Fixed-Income Securities on behalf of STRATS (SM) Trust for Dominion Resources Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates, Acquisition, Acquisition,,,,,,,
GJR,Synthetic Fixed-Income Securities STRATS Trust for Procter&Gamble Securities Series 2006-1,Finance,Finance: Consumer Services,,,,,,,
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,Finance,Finance: Consumer Services,,,,,,,
GJT,Synthetic Fixed-Income Securities Synthetic Fixed-Income Securities Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3, Acquisition, Acquisition,,,,,,,
GKOS,Glaukos Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,
GL,Globe Life,Finance,Life Insurance,,,,,,,
GLAD,Gladstone Capital Corporation,Finance,Finance/Investors Services,,,,,,,
GLAQ,Globis Acquisition Corp, Acquisition, Acquisition,,,,,,,
GLBE,Global-E Online Ltd Ordinary Shares,Technology,Computer Software: Prepackaged Software,,,,,,,
GLBL,Cartesian Growth Corporation Class A Ordinary Share,Finance,Business Services,,,,,,,
GLBS,Globus Maritime Limited,Transportation,Marine Transportation,,,,,,,
GLBZ,Glen Burnie Bancorp,Finance,Major Banks,,,,,,,
GLDD,Great Lakes Dredge & Dock Corporation,Capital Goods,Oilfield Services/Equipment,,,,,,,
GLDG,GoldMining Common Shares, Acquisition, Acquisition,,,,,,,
GLEE,Gladstone Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
GLEEU,Gladstone Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
GLG,TD Holdings,Technology,EDP Services,,,,,,,
GLHA,Glass Houses Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
GLLI,Globalink Investment, Acquisition, Acquisition,,,,,,,
GLLIU,Globalink Investment Unit, Acquisition, Acquisition,,,,,,,
GLMD,Galmed Pharmaceuticals Ltd Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GLNG,Golar Lng Ltd,Energy,Oilfield Services/Equipment,,,,,,,
GLO,Clough Global Opportunities Fund,Finance,Finance/Investors Services,,,,,,,
GLOB,Globant SA Common Shares,Consumer Services,Electronics Distribution,,,,,,,
GLOP,GasLog Partners LP Common Units representing limited partnership interests,Energy,Oil & Gas Production,,,,,,,
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,Energy,Oil Refining/Marketing,,,,,,,
GLPG,Galapagos NV American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GLPI,Gaming and Leisure Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,,,,,,
GLRE,Greenlight Capital Re Ltd Class A Ordinary Shares,Finance,Property-Casualty Insurers,,,,,,,
GLS,Gelesis Holdings, Acquisition, Acquisition,,,,,,,
GLSI,Greenwich LifeSciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GLSPT,Global SPAC Partners Co Subunit ,Finance,Business Services,,,,,,,
GLSPU,Global SPAC Partners Co Unit,Finance,Business Services,,,,,,,
GLT,Glatfelter Corporation,Basic Industries,Paper,,,,,,,
GLTA,Galata Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
GLTO,Galecto,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,Finance,Finance/Investors Services,,,,,,,
GLUE,Monte Rosa Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GLV,Clough Global Dividend andome Fund Common Shares of beneficial interest,Finance,Finance/Investors Services,,,,,,,
GLW,Corningorporated,Capital Goods,Industrial Machinery/Components,,,,,,,
GLYC,GlycoMimetics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GM,General Motors Company,Capital Goods,Auto Manufacturing,,,,,,,
GMAB,Genmab A/S ADS,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,
GMBL,Esports Entertainment Group,Consumer Services,Movies/Entertainment,,,,,,,
GMBLP,Esports Entertainment Group 100% Series A Cumulative Redeemable Convertible Preferred Stock,Consumer Services,Movies/Entertainment,,,,,,,
GMDA,Gamida Cell Ltd Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
GME,GameStop Corporation,Consumer Services,Electronics Distribution,,,,,,,
GMED,Globus Medical Class A,Health Care,Medical/Dental Instruments,,,,,,,
GMFIU,Aetherium Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
GMRE,Global Medical REIT,Consumer Services,Real Estate Investment Trusts,,,,,,,
GMS,GMS, Acquisition, Acquisition,,,,,,,
GMTX,Gemini Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GMVD,G Medical Innovations Holdings Ltd Ordinary Shares, Acquisition, Acquisition,,,,,,,
GNAC,Group Nine Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
GNCA,Genocea Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GNE,Genie Energy Ltd Class B Stock,Public Utilities,Power Generation,,,,,,,
GNFT,GENFIT SA American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),Transportation,Marine Transportation,,,,,,,
GNL,Global Net Lease,Consumer Services,Real Estate Investment Trusts,,,,,,,
GNLN,Greenlane Holdings Class A, Acquisition, Acquisition,,,,,,,
GNPX,Genprex,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GNRC,Generac Holdlings,Consumer Durables,Metal Fabrications,,,,,,,
GNSS,Genasys,Capital Goods,Industrial Machinery/Components,,,,,,,
GNT,GAMCO Natural Resources Gold &ome Trust,Finance,Finance/Investors Services,,,,,,,
GNTA,Genenta Science SpA American Depositary Shares, Acquisition, Acquisition,,,,,,,
GNTX,Gentex Corporation,Capital Goods,Auto Parts:OEM,,,,,,,
GNTY,Guaranty Bancshares,Finance,Major Banks,,,,,,,
GNUS,Genius Brands International,Consumer Services,Publishing,,,,,,,
GNW,Genworth Financial,Finance,Life Insurance,,,,,,,
GO,Grocery Outlet Holding Corp,Consumer Non-Durables,Specialty Foods,,,,,,,
GOAC,GO Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
GOBI,Gobi Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
GOCO,GoHealth Class A,Finance,Specialty Insurers,,,,,,,
GOED,1847 Goedeker Commom Stock,Capital Goods,Recreational Products/Toys,,,,,,,
GOEV,Canoo Class A, Acquisition, Acquisition,,,,,,,
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,,,,,,
GOGL,Golden Ocean Group Limited,Transportation,Marine Transportation,,,,,,,
GOGN,GoGreen Investments Corporation Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
GOGO,Gogo,Consumer Services,Telecommunications Equipment,,,,,,,
GOL,Gol Linhas Aereas Inteligentes SA Sponsored ADR representing 2 Pfd Shares,Transportation,Air Freight/Delivery Services,,,,,,,
GOLD,Barrick Gold Corporation (BC), Acquisition, Acquisition,,,,,,,
GOLF,Acushnet Holdings Corp,Consumer Non-Durables,Recreational Products/Toys,,,,,,,
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
GOODN,Gladstone Commercial Corporation 6625% Series E Cumulative Redeemable Preferred Stock,Consumer Services,Real Estate Investment Trusts,,,,,,,
GOODO,Gladstone Commercial Corporation 600% Series G Cumulative Redeemable Preferred Stock par value $0001 per share,Consumer Services,Real Estate Investment Trusts,,,,,,,
GOOG,Alphabet Class C Capital Stock,Technology,Internet and Information Services,,,,,,,
GOOGL,Alphabet Class A,Technology,Internet and Information Services,,,,,,,
GOOS,Canada Goose Holdings Subordinate Voting Shares, Acquisition, Acquisition,,,,,,,
GORO,Gold Resource Corporation,Basic Industries,Precious Metals,,,,,,,
GOSS,Gossamer Bio,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GOTU,Gaotu Techedu American Depositary Shares,Consumer Services,Other Consumer Services,,,,,,,
GOVX,GeoVax Labs,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GP,GreenPower Motor Company Common Shares,Capital Goods,Auto Parts:OEM,,,,,,,
GPAC,Global Partner Acquisition Corp II Class A Ordinary Share,Finance,Business Services,,,,,,,
GPACU,Global Partner Acquisition Corp II Unit,Finance,Business Services,,,,,,,
GPC,Genuine Parts Company,Capital Goods,Automotive Aftermarket,,,,,,,
GPCO,Golden Path Acquisition Corporation Ordinary Shares, Acquisition, Acquisition,,,,,,,
GPI,Group 1 Automotive,Consumer Services,Other Specialty Stores,,,,,,,
GPJA,Georgia Power Company Series 2017A 500% Junior Subordinated Notes due October 1 2077, Acquisition, Acquisition,,,,,,,
GPK,Graphic Packaging Holding Company,Basic Industries,Paper,,,,,,,
GPL,Great Panther Mining Limited Ordinary Shares (Canada), Acquisition, Acquisition,,,,,,,
GPMT,Granite Point Mortgage Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
GPN,Global Payments,Miscellaneous,Business Services,,,,,,,
GPOR,Gulfport Energy Corporation Common Shares,Energy,Oil & Gas Production,,,,,,,
GPP,Green Plains Partners LP Common Units, Acquisition, Acquisition,,,,,,,
GPRE,Green Plains,Basic Industries,Major Chemicals,,,,,,,
GPRK,Geopark Ltd Common Shares,Energy,Oil & Gas Production,,,,,,,
GPRO,GoPro Class A,Miscellaneous,Industrial Machinery/Components,,,,,,,
GPS,Gap (The),Consumer Services,Clothing/Shoe/Accessory Stores,,,,,,,
GRAB,Grab Holdings Limited Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
GRABW,Grab Holdings Limited Warrant, Acquisition, Acquisition,,,,,,,
GRAY,Graybug Vision,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GRBK,Green Brick Partners,Capital Goods,Homebuilding,,,,,,,
GRC,Gorman-Rupp Company (The),Capital Goods,Fluid Controls,,,,,,,
GRCL,Gracell Biotechnologies American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GRCY,Greencity Acquisition Corporation Ordinary Shares,Finance,Business Services,,,,,,,
GREE,Greenidge Generation Holdings Class A,Finance,Investment Bankers/Brokers/Service,,,,,,,
GREEL,Greenidge Generation Holdings 850% Senior Notes due 2026,Finance,Investment Bankers/Brokers/Service,,,,,,,
GRF,Eagle Capital Growth Fund,Finance,Finance/Investors Services,,,,,,,
GRFS,Grifols SA American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GRIL,Muscle Maker, Acquisition, Acquisition,,,,,,,
GRIN,Grindrod Shipping Holdings Ltd Ordinary Shares,Transportation,Marine Transportation,,,,,,,
GRMN,Garmin Ltd (Switzerland),Capital Goods,Industrial Machinery/Components,,,,,,,
GRNQ,Greenpro Capital Corp,Consumer Services,Professional Services,,,,,,,
GROM,Grom Social Enterprises, Acquisition, Acquisition,,,,,,,
GROW,US Global Investors Class A,Finance,Investment Managers,,,,,,,
GROY,Gold Royalty Corp Common Shares, Acquisition, Acquisition,,,,,,,
GRPH,Graphite Bio,Consumer Durables,Specialty Chemicals,,,,,,,
GRPN,Groupon,Technology,Advertising,,,,,,,
GRTS,Gritstone bio,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
GRTX,Galera Therapeutics,Consumer Durables,Specialty Chemicals,,,,,,,
GRUB,Just Eat Takeawaycom NV American Depositary Shares, Acquisition, Acquisition,,,,,,,
GRVI,Grove,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GRVY,GRAVITY Co Ltd American Depository Shares, Acquisition, Acquisition,,,,,,,
GRWG,GrowGeneration Corp,Consumer Services,Other Specialty Stores,,,,,,,
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,,,,,,
GS,Goldman Sachs Group (The),Finance,Investment Bankers/Brokers/Service,,,,,,,
GSAQ,Global Synergy Acquisition Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
GSAT,Globalstar,Consumer Services,Telecommunications Equipment,,,,,,,
GSBC,Great Southern Bancorp,Finance,Major Banks,,,,,,,
GSBD,Goldman Sachs BDC,Finance,Finance: Consumer Services,,,,,,,
GSEV,Gores Holdings VII Class A, Acquisition, Acquisition,,,,,,,
GSEVU,Gores Holdings VII Units, Acquisition, Acquisition,,,,,,,
GSHD,Goosehead Insurance Class A,Finance,Specialty Insurers,,,,,,,
GSIT,GSI Technology,Technology,Semiconductors,,,,,,,
GSK,GlaxoSmithKline PLC,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GSL,Global Ship Lease New Class A Common Shares,Transportation,Marine Transportation,,,,,,,
GSLD,Global Ship Lease 800% Senior Notes due 2024,Transportation,Marine Transportation,,,,,,,
GSM,Ferroglobe PLC Ordinary Shares,Basic Industries,Precious Metals,,,,,,,
GSMG,Glory Star New Media Group Holdings Limited Ordinary Share,Technology,EDP Services,,,,,,,
GSQB,G Squared Ascend II Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
GSQD,G Squared Ascend I Class A Ordinary Shares,Finance,Business Services,,,,,,,
GSV,Gold Standard Ventures Corporation (Canada), Acquisition, Acquisition,,,,,,,
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,,,,,,,
GTAC,Global Technology Acquisition Corp I Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
GTACU,Global Technology Acquisition Corp I Unit, Acquisition, Acquisition,,,,,,,
GTBP,GT Biopharma,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GTE,Gran Tierra Energy,Energy,Oil & Gas Production,,,,,,,
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,Finance,Business Services,,,,,,,
GTES,Gates Industrial Corporation plc Ordinary Shares,Capital Goods,Industrial Machinery/Components,,,,,,,
GTH,Genetron Holdings Limited ADS,Health Care,Medical Specialities,,,,,,,
GTHX,G1 Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
GTIM,Good Times Restaurants,Consumer Services,Restaurants,,,,,,,
GTLB,GitLab Class A,Technology,EDP Services,,,,,,,
GTLS,Chart Industries,Technology,Electrical Products,,,,,,,
GTN,Gray Television,Consumer Services,Broadcasting,,,,,,,
GTPA,Gores Technology Partners Class A, Acquisition, Acquisition,,,,,,,
GTPB,Gores Technology Partners II Class A, Acquisition, Acquisition,,,,,,,
GTPBU,Gores Technology Partners II Units, Acquisition, Acquisition,,,,,,,
GTX,Garrett Motion,Capital Goods,Auto Parts:OEM,,,,,,,
GTXAP,Garrett Motion Series A Cumulative Convertible Preferred Stock,Capital Goods,Auto Parts:OEM,,,,,,,
GTY,Getty Realty Corporation,Consumer Services,Real Estate Investment Trusts,,,,,,,
GTYH,GTY Technology Holdings,Technology,Computer Software: Prepackaged Software,,,,,,,
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest, Acquisition, Acquisition,,,,,,,
GURE,Gulf Resources (NV),Basic Industries,Major Chemicals,,,,,,,
GUT,Gabelli Utility Trust (The),Finance,Trusts Except Educational Religious and Charitable,,,,,,,
GVA,Granite Constructionorporated,Capital Goods,Engineering & Construction,,,,,,,
GVCI,Green Visor Financial Technology Acquisition Corp I Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
GVCIU,Green Visor Financial Technology Acquisition Corp I Units, Acquisition, Acquisition,,,,,,,
GVP,GSE Systems,Technology,Computer Software: Prepackaged Software,,,,,,,
GWGH,GWG Holdings,Finance,Life Insurance,,,,,,,
GWH,ESS Tech,Capital Goods,Industrial Machinery/Components,,,,,,,
GWII,Good Works II Acquisition Corp, Acquisition, Acquisition,,,,,,,
GWRE,Guidewire Software,Technology,Computer Software: Prepackaged Software,,,,,,,
GWRS,Global Water Resources,Public Utilities,Water Supply,,,,,,,
GWW,WW Grainger,Consumer Non-Durables,Telecommunications Equipment,,,,,,,
GXII,GX Acquisition Corp II Class A, Acquisition, Acquisition,,,,,,,
GXO,GXO Logistics ,Consumer Services,Diversified Commercial Services,,,,,,,
GYRO,Gyrodyne LLC,Consumer Services,Real Estate Investment Trusts,,,,,,,
H,Hyatt Hotels Corporation Class A,Consumer Services,Hotels/Resorts,,,,,,,
HA,Hawaiian Holdings,Transportation,Air Freight/Delivery Services,,,,,,,
HAAC,Health Assurance Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
HAACU,Health Assurance Acquisition Corp SAIL Securities, Acquisition, Acquisition,,,,,,,
HAACW,Health Assurance Acquisition Corp Warrants, Acquisition, Acquisition,,,,,,,
HAE,Haemonetics Corporation,Health Care,Medical/Dental Instruments,,,,,,,
HAFC,Hanmi Financial Corporation,Finance,Major Banks,,,,,,,
HAIAU,Healthcare AI Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
HAIN,Hain Celestial Group (The),Capital Goods,Office Equipment/Supplies/Services,,,,,,,
HAL,Halliburton Company,Energy,Oil & Gas Production,,,,,,,
HALL,Hallmark Financial Services,Finance,Property-Casualty Insurers,,,,,,,
HALO,Halozyme Therapeutics,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
HAPP,Happiness Development Group Limited Class A Ordinary Shares,Consumer Durables,Specialty Chemicals,,,,,,,
HARP,Harpoon Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HAS,Hasbro,Consumer Non-Durables,Recreational Products/Toys,,,,,,,
HASI,Hannon Armstrong Sustainable Infrastructure Capital,Consumer Services,Real Estate Investment Trusts,,,,,,,
HAYN,Haynes International, Acquisition, Acquisition,,,,,,,
HAYW,Hayward Holdings,Technology,Electronic Components,,,,,,,
HBAN,Huntington Bancsharesorporated,Finance,Major Banks,,,,,,,
HBANM,Huntington Bancsharesorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,Finance,Major Banks,,,,,,,
HBANP,Huntington Bancsharesorporated Depositary Shares 4500% Series H Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,,,,,,,
HBB,Hamilton Beach Brands Holding Company Class A , Acquisition, Acquisition,,,,,,,
HBCP,Home Bancorp,Finance,Banks,,,,,,,
HBI,Hanesbrands,Consumer Non-Durables,Apparel,,,,,,,
HBIO,Harvard Bioscience,Capital Goods,Biotechnology: Laboratory Analytical Instruments,,,,,,,
HBM,Hudbay Minerals (Canada), Acquisition, Acquisition,,,,,,,
HBNC,Horizon Bancorp,Finance,Major Banks,,,,,,,
HBT,HBT Financial,Finance,Commercial Banks,,,,,,,
HCA,HCA Healthcare,Health Care,Hospital/Nursing Management,,,,,,,
HCAR,Healthcare Services Acquisition Corporation Class A, Acquisition, Acquisition,,,,,,,
HCARU,Healthcare Services Acquisition Corporation Unit, Acquisition, Acquisition,,,,,,,
HCAT,Health Catalyst,Health Care,Managed Health Care,,,,,,,
HCC,Warrior Met Coal, Acquisition, Acquisition,,,,,,,
HCCI,Heritage-Crystal Clean,Public Utilities,Water Supply,,,,,,,
HCDI,Harbor Custom Development,Consumer Services,Building operators,,,,,,,
HCDIP,Harbor Custom Development 80% Series A Cumulative Convertible Preferred Stock no par value,Consumer Services,Building operators,,,,,,,
HCI,HCI Group,Finance,Property-Casualty Insurers,,,,,,,
HCIC,Hennessy Capital Investment Corp V Class A, Acquisition, Acquisition,,,,,,,
HCICU,Hennessy Capital Investment Corp V Units , Acquisition, Acquisition,,,,,,,
HCICW,Hennessy Capital Investment Corp V Warrant, Acquisition, Acquisition,,,,,,,
HCII,Hudson Executive Investment Corp II Class A, Acquisition, Acquisition,,,,,,,
HCIIU,Hudson Executive Investment Corp II Unit, Acquisition, Acquisition,,,,,,,
HCKT,Hackett Group (The),Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
HCM,HUTCHMED (China) Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HCNE,Jaws Hurricane Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
HCP,HashiCorp Class A,Technology,EDP Services,,,,,,,
HCSG,Healthcare Services Group,Health Care,Assisted Living Services,,,,,,,
HCTI,Healthcare Triangle,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
HCVI,Hennessy Capital Investment Corp VI Class A, Acquisition, Acquisition,,,,,,,
HCVIU,Hennessy Capital Investment Corp VI Unit, Acquisition, Acquisition,,,,,,,
HCWB,HCW Biologics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HCXY,Hercules Capital 625% Notes due 2033,Finance,Investment Managers,,,,,,,
HD,Home Depot (The),Consumer Services,RETAIL: Building Materials,,,,,,,
HDB,HDFC Bank Limited,Finance,Commercial Banks,,,,,,,
HDSN,Hudson Technologies,Basic Industries,Specialty Chemicals,,,,,,,
HE,Hawaiian Electric Industries, Acquisition, Acquisition,,,,,,,
HEAR,Turtle Beach Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,,,,,,,
HEES,H&E Equipment Services,Technology,Engineering & Construction,,,,,,,
HEI,Heico Corporation,Capital Goods,Military/Government/Technical,,,,,,,
HELE,Helen of Troy Limited,Consumer Durables,Home Furnishings,,,,,,,
HEP,Holly Energy Partners LP, Acquisition, Acquisition,,,,,,,
HEPA,Hepion Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HEPS,D-Market Electronic Services & Trading American Depositary Shares, Acquisition, Acquisition,,,,,,,
HEQ,John Hancock Hedged Equity &ome Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
HERA,FTAC Hera Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
HERAU,FTAC Hera Acquisition Corp Units, Acquisition, Acquisition,,,,,,,
HES,Hess Corporation,Energy,Oil & Gas Production,,,,,,,
HESM,Hess Midstream LP Class A Share,Energy,Oilfield Services/Equipment,,,,,,,
HEXO,HEXO Corp Common Shares, Acquisition, Acquisition,,,,,,,
HFBL,Home Federal Bancorp of Louisiana,Finance,Savings Institutions,,,,,,,
HFC,HollyFrontier Corporation,Energy,Integrated oil Companies,,,,,,,
HFFG,HF Foods Group,Consumer Non-Durables,Food Distributors,,,,,,,
HFRO,Highlandome Fund,Finance,Finance/Investors Services,,,,,,,
HFWA,Heritage Financial Corporation,Finance,Banks,,,,,,,
HGBL,Heritage Global,Finance,Investment Bankers/Brokers/Service,,,,,,,
HGEN,Humanigen,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HGH,Hartford Financial Services Group (The) 7875% Fixed to Floating Rate Junior Subordinated Debentures due 2042,Finance,Property-Casualty Insurers,,,,,,,
HGLB,Highland Global Allocation Fund,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
HGSH,China HGS Real Estate,Consumer Services,Building operators,,,,,,,
HGTY,Hagerty Class A,Finance,Specialty Insurers,,,,,,,
HGV,Hilton Grand Vacations ,Consumer Services,Hotels/Resorts,,,,,,,
HHC,Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts,,,,,,,
HHGC,HHG Capital Corporation Ordinary Shares, Acquisition, Acquisition,,,,,,,
HHGCU,HHG Capital Corporation Units, Acquisition, Acquisition,,,,,,,
HHLA,HH&L Acquisition Co Class A Ordinary Shares,Finance,Business Services,,,,,,,
HHR,HeadHunter Group PLC American Depositary Shares,Technology,Professional Services,,,,,,,
HHS,Harte-Hanks,Technology,Advertising,,,,,,,
HI,Hillenbrand,Miscellaneous,Consumer Specialties,,,,,,,
HIBB,Hibbett,Consumer Non-Durables,Apparel,,,,,,,
HIE,Miller/Howard Highome Equity Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
HIFS,Hingham Institution for Savings,Finance,Major Banks,,,,,,,
HIG,Hartford Financial Services Group (The),Finance,Property-Casualty Insurers,,,,,,,
HIGA,HIG Acquisition Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
HIHO,Highway Holdings Limited,Capital Goods,Industrial Machinery/Components,,,,,,,
HII,Huntington Ingalls Industries,Capital Goods,Metal Fabrications,,,,,,,
HIII,Hudson Executive Investment Corp III Class A, Acquisition, Acquisition,,,,,,,
HIIIU,Hudson Executive Investment Corp III Unit, Acquisition, Acquisition,,,,,,,
HIL,Hill International,Consumer Services,Military/Government/Technical,,,,,,,
HILS,Hillstream BioPharma,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HIMS,Hims & Hers Health Class A,Consumer Non-Durables,Package Goods/Cosmetics,,,,,,,
HIMX,Himax Technologies American Depositary Shares,Technology,Semiconductors,,,,,,,
HIO,Western Asset Highome Opportunity Fund,Finance,Finance/Investors Services,,,,,,,
HIPO,Hippo Holdings, Acquisition, Acquisition,,,,,,,
HITI,High Tide Common Shares, Acquisition, Acquisition,,,,,,,
HIVE,Hive Blockchain Technologies Ltd Common Shares, Acquisition, Acquisition,,,,,,,
HIW,Highwoods Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
HIX,Western Asset Highome Fund II,Finance,Finance/Investors Services,,,,,,,
HL,Hecla Mining Company,Basic Industries,Precious Metals,,,,,,,
HLAH,Hamilton Lane Alliance Holdings I Class A, Acquisition, Acquisition,,,,,,,
HLAHU,Hamilton Lane Alliance Holdings I Unit, Acquisition, Acquisition,,,,,,,
HLBZ,Helbiz Class A,Consumer Services,Other Specialty Stores,,,,,,,
HLF,Herbalife Nutrition Ltd,Health Care,Other Pharmaceuticals,,,,,,,
HLG,Hailiang Education Group American Depositary Shares,Consumer Services,Other Consumer Services,,,,,,,
HLGN,Heliogen, Acquisition, Acquisition,,,,,,,
HLI,Houlihan Lokey Class A,Finance,Investment Managers,,,,,,,
HLIO,Helios Technologies,Capital Goods,Fluid Controls,,,,,,,
HLIT,Harmonic,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,
HLLY,Holley,Capital Goods,Auto Parts:OEM,,,,,,,
HLMN,Hillman Solutions Corp,Capital Goods,Industrial Specialties,,,,,,,
HLNE,Hamilton Laneorporated Class A,Finance,Investment Managers,,,,,,,
HLT,Hilton Worldwide Holdings ,Consumer Services,Hotels/Resorts,,,,,,,
HLTH,Cue Health,Technology,Computer Software: Prepackaged Software,,,,,,,
HLX,Helix Energy Solutions Group,Energy,Oilfield Services/Equipment,,,,,,,
HMC,Honda Motor Company Ltd,Capital Goods,Auto Manufacturing,,,,,,,
HMCO,HumanCo Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
HMCOU,HumanCo Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
HMCOW,HumanCo Acquisition Corp Warrant, Acquisition, Acquisition,,,,,,,
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests,Transportation,Marine Transportation,,,,,,,
HMN,Horace Mann Educators Corporation,Finance,Property-Casualty Insurers,,,,,,,
HMNF,HMN Financial,Finance,Savings Institutions,,,,,,,
HMPT,Home Point Capital,Finance,Finance: Consumer Services,,,,,,,
HMST,HomeStreet,Finance,Banks,,,,,,,
HMTV,Hemisphere Media Group Class A,Consumer Services,Television Services,,,,,,,
HMY,Harmony Gold Mining Company Limited,Basic Industries,Precious Metals,,,,,,,
